title|url|sentence|label
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|ShopShop the LatestMaciPadiPhoneApple WatchApple Vision ProAccessories|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|Quick LinksFind a StoreOrder StatusApple Trade InFinancingPersonal Setup|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|Shop Special StoresCertified RefurbishedEducationBusinessVeterans and MilitaryGovernment|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|Explore MacExplore All MacMacBook AirMacBook ProiMacMac miniMac StudioMac ProDisplaysCompare MacSwitch from PC to Mac|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|Shop MacShop MacHelp Me ChooseMac AccessoriesApple Trade InFinancing|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|More from MacMac SupportAppleCare+ for MacmacOS SequoiaApple&nbsp;IntelligenceApps by AppleContinuityiCloud+Mac for BusinessEducation|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|Explore iPadExplore All iPadiPad ProiPad AiriPadiPad miniApple PencilKeyboardsCompare iPadWhy iPad|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|Shop iPadShop iPadiPad AccessoriesApple Trade InFinancing|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|More from iPadiPad SupportAppleCare+ for iPadiPadOS 18Apple&nbsp;IntelligenceApps by AppleiCloud+Education|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|Explore iPhoneExplore All iPhoneiPhone 16 ProiPhone 16iPhone 15iPhone 14iPhone SECompare iPhoneSwitch from Android|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|Shop iPhoneShop iPhoneiPhone AccessoriesApple Trade InCarrier Deals at AppleFinancing|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|More from iPhoneiPhone SupportAppleCare+ for iPhoneiOS 18Apple&nbsp;IntelligenceApps by AppleiPhone PrivacyiCloud+Wallet, Pay, CardSiri|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|Explore WatchExplore All Apple WatchApple Watch Series 10Apple Watch Ultra 2Apple Watch SEApple Watch NikeApple Watch HermèsCompare WatchWhy Apple Watch|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|Shop WatchShop Apple WatchApple Watch StudioApple Watch BandsApple Watch AccessoriesApple Trade InFinancing|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|More from WatchApple Watch SupportAppleCare+watchOS 11Apple Watch For Your KidsApps by AppleApple Fitness+|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|Explore VisionExplore Apple Vision ProGuided TourTech Specs|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|Shop VisionShop Apple Vision ProApple Vision Pro AccessoriesBook a DemoFinancing|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|More from VisionApple Vision Pro SupportAppleCare+visionOS 2|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|Explore AirPodsExplore All AirPodsAirPods 4AirPods Pro 2AirPods MaxCompare AirPods|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|Shop AirPodsShop AirPodsAirPods Accessories|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|More from AirPodsAirPods SupportAppleCare+ for HeadphonesHearing HealthApple Music|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|Explore TV &amp; HomeExplore TV &amp; HomeApple TV 4KHomePodHomePod mini|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|Shop TV &amp; HomeShop Apple TV 4KShop HomePodShop HomePod miniShop Siri RemoteTV &amp; Home Accessories|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|More from TV &amp; HomeApple TV SupportHomePod SupportAppleCare+Apple TV appApple TV+Home appApple MusicSiriAirPlay|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|Explore EntertainmentExplore EntertainmentApple OneApple TV+Apple MusicApple ArcadeApple Fitness+Apple News+Apple PodcastsApple BooksApp Store|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|SupportApple TV+ SupportApple Music Support|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|Shop AccessoriesShop All AccessoriesMaciPadiPhoneApple WatchApple Vision ProAirPodsTV &amp; Home|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|Explore AccessoriesMade by AppleBeats by Dr. DreAirTag|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|Explore SupportiPhoneMaciPadWatchApple Vision ProAirPodsMusicTVExplore Support|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|Get HelpCommunityCheck CoverageRepair|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|Helpful TopicsGet AppleCare+Apple Account and PasswordBilling &amp; SubscriptionsAccessibility|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|If you forgot your Apple Account password|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|If you forgot your iPhone passcode, use your Mac or PC to reset it|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|If you want to cancel a subscription from Apple|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|Update your iPhone or iPad|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|Contact Apple Support|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|"{""props"":{""globalNavData"":{""locale"":""en_US"",""ariaLabel"":""Global"",""analyticsAttributes"":[{""name"":""data-analytics-activitymap-region-id"",""value"":""global nav""},{""name"":""data-analytics-region"",""value"":""global nav""}],""links"":[{""id"":""2758e8127e4ab787ae4e849277f79b83b3522719ae4b96a595421e50ea2d03f7"",""name"":""apple"",""text"":""Apple"",""url"":""/"",""ariaLabel"":""Apple"",""submenuAriaLabel"":""Apple menu"",""images"":[{""name"":""regular"",""assetInline"":"""|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|"""},{""name"":""compact"",""assetInline"":"""|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|"""}],""analyticsAttributes"":[{""name"":""data-analytics-title"",""value"":""apple home""}]},{""id"":""ad4a2a26eb4836393385e9f6c61b526b4a3cb31409c5ed8730ce7a704dd7132f"",""name"":""store"",""text"":""Store"",""url"":""/us/shop/goto/store"",""ariaLabel"":""Store"",""submenuAriaLabel"":""Store menu"",""images"":[{""name"":""regular"",""assetInline"":"""|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|"""}],""analyticsAttributes"":[{""name"":""data-analytics-title"",""value"":""store""},{""name"":""data-analytics-element-engagement"",""value"":""hover - store""}]},{""id"":""9a82f08a3cc17e59a61372a40e7ecb17783e9c10aef163465f29bb5b00d4725a"",""name"":""mac"",""text"":""Mac"",""url"":""/mac/"",""ariaLabel"":""Mac"",""submenuAriaLabel"":""Mac menu"",""images"":[{""name"":""regular"",""assetInline"":"""|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|"""}],""analyticsAttributes"":[{""name"":""data-analytics-title"",""value"":""mac""},{""name"":""data-analytics-element-engagement"",""value"":""hover - mac""}]},{""id"":""00948525be55e5a61fc12335c2fe8fbc94664d6237757d79344cadd205bde991"",""name"":""ipad"",""text"":""iPad"",""url"":""/ipad/"",""ariaLabel"":""iPad"",""submenuAriaLabel"":""iPad menu"",""images"":[{""name"":""regular"",""assetInline"":"""|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|"""}],""analyticsAttributes"":[{""name"":""data-analytics-title"",""value"":""ipad""},{""name"":""data-analytics-element-engagement"",""value"":""hover - ipad""}]},{""id"":""254873a73c00038209d1c486273a47e092f598ac6df39eaa74322285d69c22d6"",""name"":""iphone"",""text"":""iPhone"",""url"":""/iphone/"",""ariaLabel"":""iPhone"",""submenuAriaLabel"":""iPhone menu"",""images"":[{""name"":""regular"",""assetInline"":"""|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|"""}],""analyticsAttributes"":[{""name"":""data-analytics-title"",""value"":""iphone""},{""name"":""data-analytics-element-engagement"",""value"":""hover - iphone""}]},{""id"":""53df160ebeaf43e20199b03d483006c3d35b44cc88b0fc6ad48af0114776e209"",""name"":""watch"",""text"":""Watch"",""url"":""/watch/"",""ariaLabel"":""Watch"",""submenuAriaLabel"":""Watch menu"",""images"":[{""name"":""regular"",""assetInline"":"""|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|"""}],""analyticsAttributes"":[{""name"":""data-analytics-title"",""value"":""watch""},{""name"":""data-analytics-element-engagement"",""value"":""hover - watch""}]},{""id"":""b605ab234f32c76b9d586469b3201bde23eb3c09e73007566a1ab8ee6a3fb8e4"",""name"":""vision"",""text"":""Vision"",""url"":""/apple-vision-pro/"",""ariaLabel"":""Vision"",""submenuAriaLabel"":""Vision menu"",""images"":[{""name"":""regular"",""assetInline"":"""|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|"\n""}],""analyticsAttributes"":[{""name"":""data-analytics-title"",""value"":""vision""},{""name"":""data-analytics-element-engagement"",""value"":""hover - vision""}]},{""id"":""43b376b005d0715028ef96e1ca418805056f15d9b10456f5139d4e361450b048"",""name"":""airpods"",""text"":""AirPods"",""url"":""/airpods/"",""ariaLabel"":""AirPods"",""submenuAriaLabel"":""AirPods menu"",""images"":[{""name"":""regular"",""assetInline"":"""|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|"""}],""analyticsAttributes"":[{""name"":""data-analytics-title"",""value"":""airpods""},{""name"":""data-analytics-element-engagement"",""value"":""hover - airpods""}]},{""id"":""88973494415bba4821f7311af3edeaf1e71fbc36382664e2b7f6e313fb356e06"",""name"":""tv-home"",""text"":""TV & Home"",""url"":""/tv-home/"",""ariaLabel"":""TV and Home"",""submenuAriaLabel"":""TV and Home menu"",""images"":[{""name"":""regular"",""assetInline"":"""|0
not able to import MP4s into Davinci Resolve|https://discussions.apple.com/thread/250078465|"""}],""analyticsAttributes"":[{""name"":""data-analytics-title"",""value"":""tv & home""},{""name"":""data-analytics-element-engagement"",""value"":""hover - tv & home""}]},{""id"":""be3677bd24a8b7fb6f4dd14ddc77c350b5b7ba5b8e5ae63e9cbaf717a0533237"",""name"":""entertainment"",""text"":""Entertainment"",""url"":""/entertainment/"",""ariaLabel"":""Entertainment"",""submenuAriaLabel"":""Entertainment menu"",""images"":[{""name"":""regular"",""assetInline"":"""|0
